"elementor-widget-container href","attachment-medium src","elementor-heading-title","elementor-heading-title 2","elementor-heading-title href"
"https://www.ebenbuild.com/","https://ki-verband.de/wp-content/uploads/2025/11/KI-BV","Healthcare & Life Sciences","Ebenbuild GmbH","https://www.ebenbuild.com/"
"https://quantgeist.com/","https://ki-verband.de/wp-content/uploads/2025/11/ebenbuild-300x300.png","Data & Analytics","Eber Levich Schirmer Quantgeist GbR","https://quantgeist.com/"
"https://www.economicai.com/","https://ki-verband.de/wp-content/uploads/2025/11/economic_ai-300x300.png",", ,","Consulting","https://www.economicai.com/"
"https://www.effipy.de/","https://ki-verband.de/wp-content/uploads/2025/11/effipy-300x300.png","Product & Process Development","EffiPy","https://www.effipy.de/"
"https://www.ehrenmueller.ai/","https://ki-verband.de/wp-content/uploads/2025/11/ehrenmueller-300x300.png",",","Consulting","https://www.ehrenmueller.ai/"
"https://elevait.de/","https://ki-verband.de/wp-content/uploads/2025/11/elevait-300x300.png","IT & Security","elevait GmbH & Co. KG","https://elevait.de/"
"https://ellamind.com/","https://ki-verband.de/wp-content/uploads/2025/11/ellamind-300x300.png","AI Techstack","ellamind GmbH","https://ellamind.com/"
"https://emerge-tech.io/","https://ki-verband.de/wp-content/uploads/2025/11/emerge-300x105.png","HR & Recruiting","Emerge Tech GmbH","https://emerge-tech.io/"
"https://empion.io/","https://ki-verband.de/wp-content/uploads/2025/11/empion-300x300.png","HR & Recruiting","Empion GmbH","https://empion.io/"
"https://www.empolis.com/","https://ki-verband.de/wp-content/uploads/2024/10/Logo-Empolis-AG-300x85.png","Data & Analytics","Empolis Information Management GmbH","https://www.empolis.com/"
"https://energy-robotics.com/","https://ki-verband.de/wp-content/uploads/2025/11/energy_robotics-300x300.png",",","Logistics","https://energy-robotics.com/"
"https://speedie.io/","https://ki-verband.de/wp-content/uploads/2025/11/engaige-300x300.png","Finance & Insurance","engaige GmbH","https://speedie.io/"
"https://engenious.de/","https://ki-verband.de/wp-content/uploads/2025/11/engenious_gmbh-300x300.png","AI Techstack","engenious GmbH","https://engenious.de/"
"https://ennoia.ai/","https://ki-verband.de/wp-content/uploads/2025/11/ennoia.ai-300x300.png","Consulting","ennoia GmbH","https://ennoia.ai/"
"https://www.enter-ai.de/","https://ki-verband.de/wp-content/uploads/2025/11/enter_ai-300x300.png","Customer Service","enter ai UG (haftungsbeschränkt)","https://www.enter-ai.de/"
"https://www.eoda.de/","https://ki-verband.de/wp-content/uploads/2025/11/eoda_gmbh-300x300.png","Data & Analytics","eoda GmbH","https://www.eoda.de/"
"https://www.ginkgo-analytics.com/","https://ki-verband.de/wp-content/uploads/2025/11/KI-BV","Consulting","Eraneos Analytics Germany GmbH","https://www.ginkgo-analytics.com/"
"https://erium.de/","https://ki-verband.de/wp-content/uploads/2025/11/erium-300x300.png",",","IT & Security","https://erium.de/"
"https://www.eu-rechnung.de/","https://ki-verband.de/wp-content/uploads/2025/11/eu_rechnung-300x300.png","Product & Process Development","EU-Rechnung","https://www.eu-rechnung.de/"
"https://www.eucon.com/","https://ki-verband.de/wp-content/uploads/2025/11/eucon-300x300.png",", ,","Finance & Insurance","https://www.eucon.com/"
"https://www.evaco.de/","https://ki-verband.de/wp-content/uploads/2025/11/evaco-300x300.png","Consulting","EVACO GmbH","https://www.evaco.de/"
"https://evival.net/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-44-300x300.png","evival Technologies GmbH","","https://evival.net/"
"https://www.evocenta.com/","https://ki-verband.de/wp-content/uploads/2025/11/evocenta-300x300.png","AI Techstack","evocenta GmbH","https://www.evocenta.com/"
"https://www.exasol.com/de/","https://ki-verband.de/wp-content/uploads/2026/04/Logos-Website-6-300x300.png","IT & Security","Exasol AG","https://www.exasol.com/de/"
"https://www.exb.de/","https://ki-verband.de/wp-content/uploads/2025/11/exlabs_gmbh.png","Customer Service","ExB Labs GmbH","https://www.exb.de/"
"https://www.exelentic.com/","https://ki-verband.de/wp-content/uploads/2025/11/exelentic_gmbh-300x300.png","Product & Process Development","Exelentic GmbH","https://www.exelentic.com/"
"https://www.exorbyte.com/","https://ki-verband.de/wp-content/uploads/2025/11/exorbyte-300x300.png","Data & Analytics","exorbyte GmbH","https://www.exorbyte.com/"
"http://www.explorate.ai/","https://ki-verband.de/wp-content/uploads/2025/11/explorateai-300x300.png","Consulting","Explorate AI GmbH","http://www.explorate.ai/"
"https://explosion.ai/","https://ki-verband.de/wp-content/uploads/2025/11/explosionai-300x300.png",",","AI Techstack","https://explosion.ai/"
"https://fastbreak.one/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-46-300x300.png","Product & Process Development","Fastbreak.One GmbH","https://fastbreak.one/"
"https://www.fayotec.eu/","https://ki-verband.de/wp-content/uploads/2025/11/fayotec_gmbh-300x49.png","IT & Security","FayoTec GmbH","https://www.fayotec.eu/"
"https://www.ferret-go.com/","https://ki-verband.de/wp-content/uploads/2025/11/ferret-278x300.png","Media, Communication & Culture","ferret go GmbH","https://www.ferret-go.com/"
"https://fiasco.de/","https://ki-verband.de/wp-content/uploads/2025/11/fiasco-300x300.png","IT & Security","FIASCO GmbH","https://fiasco.de/"
"https://finception.de/","https://ki-verband.de/wp-content/uploads/2025/11/finception_gmbh-300x300.png","Data & Analytics","finception GmbH","https://finception.de/"
"https://flowcate.com/","https://ki-verband.de/wp-content/uploads/2026/04/Logos-Website-300x300.png","AI Techstack","Flowcate GmbH","https://flowcate.com/"
"https://www.floy.com/","https://ki-verband.de/wp-content/uploads/2025/11/floy-300x300.png","Healthcare & Life Sciences","Floy GmbH","https://www.floy.com/"
"https://www.fly.vc/","https://ki-verband.de/wp-content/uploads/2025/11/fly_ventures_management_gmbh.png","Finance & Insurance","Fly Ventures Management GmbH","https://www.fly.vc/"
"https://eco.fold.ai/","https://ki-verband.de/wp-content/uploads/2025/11/foldai-300x300.png","Agriculture & Environment","foldAI / Turner und Partner Data Scientists PartG","https://eco.fold.ai/"
"https://www.foresaight.ai/","https://ki-verband.de/wp-content/uploads/2025/11/foresaight.ai-300x300.png","AI Techstack","foresAIght.ai","https://www.foresaight.ai/"
"https://www.forward-marketing.de/","https://ki-verband.de/wp-content/uploads/2026/03/forward-marketing-300x300.png","Sales & Marketing","Forward Marketing GbR","https://www.forward-marketing.de/"
"https://frontnow.com/","https://ki-verband.de/wp-content/uploads/2025/11/frontnow-300x300.png","Retail & Commerce","FrontNow GmbH","https://frontnow.com/"
"https://fsd-web.de/","https://ki-verband.de/wp-content/uploads/2025/11/fsd_zentrale_stelle-300x300.png","Transport & Mobility","FSD Fahrzeugsystemdaten GmbH","https://fsd-web.de/"
"https://nulu.io/","https://ki-verband.de/wp-content/uploads/2025/11/fuseki_gmbh-300x300.png","Media, Communication & Culture","FSGU GmbH (nulu)","https://nulu.io/"
"https://fuse-ai.de/en/home/","https://ki-verband.de/wp-content/uploads/2025/11/fuse_ai-300x300.png","Healthcare & Life Sciences","FUSE-AI GmbH","https://fuse-ai.de/en/home/"
"https://www.fuseki.com/","https://ki-verband.de/wp-content/uploads/2025/11/KI-BV","Data & Analytics","fuseki GmbH","https://www.fuseki.com/"
"https://fuxlab.com/","https://ki-verband.de/wp-content/uploads/2025/11/fuxlab-300x300.png","Sales & Marketing","Fuxlab GmbH","https://fuxlab.com/"
"https://www.gauss-ml.com/","https://ki-verband.de/wp-content/uploads/2025/11/gauss_ml-300x300.png","Manufacturing","Gauss Machine Learning GmbH (GaussML)","https://www.gauss-ml.com/"
"https://www.genesiscloud.com/","https://ki-verband.de/wp-content/uploads/2025/11/genesis_cloud-300x300.png","AI Techstack","Genesis Cloud GmbH","https://www.genesiscloud.com/"
"https://www.genow.ai/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-26-300x300.png","AI Techstack","Genow GmbH","https://www.genow.ai/"
"https://www.geolinked.de/","https://ki-verband.de/wp-content/uploads/2025/11/geo-300x300.png","Consulting","GEOLINKED","https://www.geolinked.de/"
"https://www.get-capital.de/","https://ki-verband.de/wp-content/uploads/2025/11/get_capital_ag-300x300.png",",","Data & Analytics","https://www.get-capital.de/"
"https://www.getmika.de/","https://ki-verband.de/wp-content/uploads/2025/11/get_mika_gmbh-300x300.png","Finance & Insurance","Get Mika GmbH","https://www.getmika.de/"
"https://www.gini.net/","https://ki-verband.de/wp-content/uploads/2025/11/gini_gmbh-300x300.png","IT & Security","Gini GmbH","https://www.gini.net/"
"https://www.gmvteam.de/was/","https://ki-verband.de/wp-content/uploads/2025/11/gmvteam_gmbh-300x300.png","Retail & Commerce","gmvteam GmbH","https://www.gmvteam.de/was/"
"https://www.gocad.de/","https://ki-verband.de/wp-content/uploads/2025/11/gocad_gmbh-300x300.png","Manufacturing","goCAD GmbH","https://www.gocad.de/"
"https://gollnickdata.de/","https://ki-verband.de/wp-content/uploads/2025/11/gollnick_data-300x300.png","Research & Education","Gollnick Data Solutions","https://gollnickdata.de/"
"https://graphworks.ai/","https://ki-verband.de/wp-content/uploads/2025/11/graphworks.ai_gmbh-300x300.png","Data & Analytics","graphworks.ai GmbH","https://graphworks.ai/"
"https://www.hf-solutions.co/","https://ki-verband.de/wp-content/uploads/2025/11/hundf_solutions_gmbh-300x300.png","Consulting","H&F Solutions GmbH","https://www.hf-solutions.co/"
"https://hainzelman.com/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-6-300x300.png","AI Techstack","Hainzelman GmbH","https://hainzelman.com/"
"https://www.haseundigel.com/","https://ki-verband.de/wp-content/uploads/2025/11/hase_und_igel-300x300.png","Data & Analytics","HASE & IGEL GmbH","https://www.haseundigel.com/"
"https://www.heldenkombinat.com/","https://ki-verband.de/wp-content/uploads/2025/11/heldenkombinat-296x300.png",", ,","Consulting","https://www.heldenkombinat.com/"
"https://www.hiqs.de/","https://ki-verband.de/wp-content/uploads/2025/11/hiqs-296x300.png",",","Consulting","https://www.hiqs.de/"
"https://www.hitachi-solutions.de/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-32-300x300.png","IT & Security","Hitachi Solutions Germany GmbH","https://www.hitachi-solutions.de/"
"https://www.holocene.eu/","https://ki-verband.de/wp-content/uploads/2025/11/Logos-Website-KIBV-300x300.png","Logistics","Holocene GmbH","https://www.holocene.eu/"
"https://www.hs-analysis.com/","https://ki-verband.de/wp-content/uploads/2025/11/hs_analysis-300x300.png",",","Data & Analytics","https://www.hs-analysis.com/"
"https://www.hyve.net/","https://ki-verband.de/wp-content/uploads/2025/11/hyve-300x300.png","Product & Process Development","HYVE Innovate GmbH","https://www.hyve.net/"
"https://idalab.de/","https://ki-verband.de/wp-content/uploads/2025/11/idalab_gmbh.png",", ,","Consulting","https://idalab.de/"
"https://de.ids-imaging.com/","https://ki-verband.de/wp-content/uploads/2025/11/ids_imaging_development_systems-300x300.png","AI & Machine Learning","IDS Imaging Development Systems GmbH","https://de.ids-imaging.com/"
"https://www.statmath.de/","https://ki-verband.de/wp-content/uploads/2025/11/statmath-300x300.png","IT & Security","ifm statmath gmbh","https://www.statmath.de/"
"https://ki-seminare.de/","https://ki-verband.de/wp-content/uploads/2025/11/infofeld_gmbh.png","Professionelles Training & Coaching","infofeld GmbH","https://ki-seminare.de/"
"https://www.infomotion.de/unternehmen/themen/big-data-advanced-analytics/kuenstliche-intelligenz/","https://ki-verband.de/wp-content/uploads/2025/11/infomotion-300x300.png","Consulting","INFOMOTION","https://www.infomotion.de/unternehmen/themen/big-data-advanced-analytics/kuenstliche-intelligenz/"
"https://www.inform-software.de/","https://ki-verband.de/wp-content/uploads/2025/11/inform-300x300.png","IT & Security","INFORM GmbH","https://www.inform-software.de/"
"https://www.inlinity.ai/","https://ki-verband.de/wp-content/uploads/2025/11/inlinity-300x300.png","Finance & Insurance","Inlinity Technologies GmbH","https://www.inlinity.ai/"
"https://innfactory.ai/","https://ki-verband.de/wp-content/uploads/2025/11/innfactory_ai_consulting_gmbh-300x300.png","Product & Process Development","innFactory GAI Consulting GmbH","https://innfactory.ai/"
"https://www.innomatik.com/","https://ki-verband.de/wp-content/uploads/2025/11/innomatik_ag-300x300.png","IT & Security","Innomatik AG","https://www.innomatik.com/"
"https://www.innoplexus.com/","https://ki-verband.de/wp-content/uploads/2025/11/innoplexus_gmbh-300x63.png","Healthcare & Life Sciences","Innoplexus AG","https://www.innoplexus.com/"
"https://www.inovex.de/de/","https://ki-verband.de/wp-content/uploads/2025/11/inovex-300x300.png","IT & Security","inovex GmbH","https://www.inovex.de/de/"
"https://www.inprosa-consult.de/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-34-300x300.png","Consulting","INPROSA Consult","https://www.inprosa-consult.de/"
"http://www.insage.io/","https://ki-verband.de/wp-content/uploads/2025/11/insage_gmbh-300x300.png","Data & Analytics","insage GmbH","http://www.insage.io/"
"https://www.inspirient.com/","https://ki-verband.de/wp-content/uploads/2025/11/inspirient-300x300.png","Product & Process Development","Inspirient GmbH","https://www.inspirient.com/"
"https://www.instawerk.de/","https://ki-verband.de/wp-content/uploads/2025/11/instawerk_gmbh-300x300.png","Manufacturing","InstaWerk GmbH","https://www.instawerk.de/"
"https://infai.org/","https://ki-verband.de/wp-content/uploads/2025/11/infai-300x75.png","Research & Education","Institut für Angewandte Informatik e.V.","https://infai.org/"
"https://www.lov.ai/","https://ki-verband.de/wp-content/uploads/2025/11/lovai-300x300.png","Data & Analytics","Iovai","https://www.lov.ai/"
"https://www.irisnet.de/","https://ki-verband.de/wp-content/uploads/2025/11/irisnet-300x300.png","Media, Communication & Culture","irisnet GmbH","https://www.irisnet.de/"
"https://www.kileague.de/","https://ki-verband.de/wp-content/uploads/2025/11/itleague_gmbh-300x300.png","IT & Security","ITleague GmbH","https://www.kileague.de/"
"https://www.itonics-innovation.de/","https://ki-verband.de/wp-content/uploads/2025/11/itonics-300x62.png","Consulting","Itonics GmbH","https://www.itonics-innovation.de/"
"https://i-vivid.com/","https://ki-verband.de/wp-content/uploads/2025/11/ivivid-300x300.png","Consulting","iVivid GmbH","https://i-vivid.com/"
"https://jarvis-solutions.de/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-23-300x300.png","Product & Process Development","Jarvis Solutions","https://jarvis-solutions.de/"
"https://www.ki-anwenden.de/","https://ki-verband.de/wp-content/uploads/2025/11/jenke_institut-300x300.png","Consulting","Jenke Institut GmbH","https://www.ki-anwenden.de/"
"https://jobgrader.app/ai","https://ki-verband.de/wp-content/uploads/2025/11/humanindata-300x300.png","Data & Analytics","Jobgrader Innovations GmbH (humanindata)","https://jobgrader.app/ai"
"https://spaces360.io/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-45-300x300.png","Sonstiges","Joyful UG","https://spaces360.io/"
"https://www.justech-ag.com/","https://ki-verband.de/wp-content/uploads/2025/11/jus.tech-300x300.png",",","Consulting","https://www.justech-ag.com/"
"https://justadd.ai/","https://ki-verband.de/wp-content/uploads/2025/11/just_add_ai_gmbh.png","Product & Process Development","JUST ADD AI GmbH","https://justadd.ai/"
"https://www.just-forward.com/","https://ki-verband.de/wp-content/uploads/2025/11/just_forward-300x300.png","Consulting","Just Forward","https://www.just-forward.com/"
"https://kiez.ai/","https://ki-verband.de/wp-content/uploads/2025/11/kiez-300x300.png","Computer Software","K.I.E.Z. – Künstliche Intelligenz Entrepreneurship Zentrum","https://kiez.ai/"
"https://kaikramer-consulting.de/","https://ki-verband.de/wp-content/uploads/2025/11/kai_kramer_consulting-300x300.png","Consulting","Kai Kramer Consulting GmbH","https://kaikramer-consulting.de/"
"https://www.kaitos.ai/","https://ki-verband.de/wp-content/uploads/2025/11/kaitos-300x300.png","Consulting","Kaitos GmbH","https://www.kaitos.ai/"
"https://katulu.io/de/","https://ki-verband.de/wp-content/uploads/2025/11/katulu-300x300.png",",","IT & Security","https://katulu.io/de/"
"https://kausable.ai/","https://ki-verband.de/wp-content/uploads/2025/11/kausable_gmbh-300x300.png","Data & Analytics","kausable GmbH","https://kausable.ai/"
"https://kauz.ai/","https://ki-verband.de/wp-content/uploads/2025/11/kauz_gmbh-300x300.png","AI Techstack","Kauz GmbH","https://kauz.ai/"
"https://kenbun.de/","https://ki-verband.de/wp-content/uploads/2025/11/kenbun_neu-300x300.png","Product & Process Development","KENBUN IT AG","https://kenbun.de/"
"https://www.kerentia.de/","https://ki-verband.de/wp-content/uploads/2025/11/kerentia-300x300.png","Finance & Insurance","Kerentia GmbH","https://www.kerentia.de/"
"https://keymatch.ai/","https://ki-verband.de/wp-content/uploads/2025/11/keymatch.ai-300x300.png","Real Estate & Construction","keymatch.ai","https://keymatch.ai/"
"https://www.info.ki-mentor.com/","https://ki-verband.de/wp-content/uploads/2025/11/ki_mentor-300x300.png","HR & Recruiting","KI Mentor Technology GmbH","https://www.info.ki-mentor.com/"
"https://ki-pionier-partner.de/","https://ki-verband.de/wp-content/uploads/2025/11/ki_pionier_und_partner-300x300.png","Consulting","KI Pionier & Partner","https://ki-pionier-partner.de/"
"http://www.ki-trainingszentrum.com/","https://ki-verband.de/wp-content/uploads/2025/11/ki_trainingszentrum_gmbh-300x300.png","Consulting","KI Trainingszentrum GmbH","http://www.ki-trainingszentrum.com/"
"https://ki-unternehmensberatung.com/","https://ki-verband.de/wp-content/uploads/2025/11/ki_unternehmensberatung-300x300.png","Consulting","KI Unternehmensberatung","https://ki-unternehmensberatung.com/"
"https://www.ki-beratung-deutschland.de/","https://ki-verband.de/wp-content/uploads/2025/11/ki_beratung_deutschland-300x300.png","IT & Security","KI-Beratung Deutschland","https://www.ki-beratung-deutschland.de/"
"https://ki-zentrum.nrw/","https://ki-verband.de/wp-content/uploads/2025/11/ki_zentrum_fuer_blinde_und_sehbehinderte_ggmbh-300x300.png","AI Techstack","KI-Zentrum für Blinde und Sehbehinderte gGmbH","https://ki-zentrum.nrw/"
"https://kivema.de/","https://ki-verband.de/wp-content/uploads/2025/11/kivmea-300x300.png","Consulting","KIVEMA CONSULTING","https://kivema.de/"
"https://klang.io/","https://ki-verband.de/wp-content/uploads/2025/11/klangio_gmbh-300x300.png","Media, Communication & Culture","Klangio GmbH","https://klang.io/"
"https://www.kleos.ai/","https://ki-verband.de/wp-content/uploads/2025/11/kleos_ai-300x300.png","Data & Analytics","KLEOS GmbH","https://www.kleos.ai/"
"https://www.tracer-x.de/","https://ki-verband.de/wp-content/uploads/2025/11/kmt_koehnlein_messtechnik_gmbh-300x119.jpg","IT & Security","KMT Köhnlein Messtechnik GmbH","https://www.tracer-x.de/"
"https://www.konux.com/","https://ki-verband.de/wp-content/uploads/2025/11/konux.png","Transport & Mobility","Konux GmbH","https://www.konux.com/"
"https://www.kopernikus.ai/","https://ki-verband.de/wp-content/uploads/2025/11/kopernikus_ki-300x61.png","Product & Process Development","Kopernikus KI powered by bellboxx GmbH","https://www.kopernikus.ai/"
"https://www.krankikom.de/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-22-300x300.png","Media, Communication & Culture","Krankikom GmbH","https://www.krankikom.de/"
"https://www.krekeny.com/","https://ki-verband.de/wp-content/uploads/2025/11/krekeny-300x300.png","AI Techstack","Krekeny","https://www.krekeny.com/"
"https://www.kubion.io/","https://ki-verband.de/wp-content/uploads/2025/11/kubion_gmbh-300x300.png","Product & Process Development","kubion GmbH","https://www.kubion.io/"
"https://www.kurzdigital.com/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-300x300.png","IT & Security","KURZ Digital Solutions GmbH & Co. KG","https://www.kurzdigital.com/"
"https://www.laigo.ai/","https://ki-verband.de/wp-content/uploads/2025/05/Logo_laigo-300x300.png","AI Techstack","Laigo GmbH","https://www.laigo.ai/"
"https://lakera.ai/","https://ki-verband.de/wp-content/uploads/2025/11/lakera-300x194.png","Computer Software","Lakera AI AG","https://lakera.ai/"
"https://langdock.com/","https://ki-verband.de/wp-content/uploads/2025/11/langdock-300x300.png","AI Techstack","Langdock GmbH","https://langdock.com/"
"https://lavrio.solutions/","https://ki-verband.de/wp-content/uploads/2025/11/lavrio_solutions-300x300.png","Consulting","Lavrio.solutions GmbH","https://lavrio.solutions/"
"https://www.lawtechgroup.de/","https://ki-verband.de/wp-content/uploads/2025/11/lawtechgroup_gmbh-300x300.png","Legal & Compliance","Lawtechgroup GmbH","https://www.lawtechgroup.de/"
"https://www.leapter.com/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-30-300x300.png","AI Techstack","Leapter GmbH","https://www.leapter.com/"
"https://www.lechler.com/de","https://ki-verband.de/wp-content/uploads/2026/04/Logos-Website-4-300x300.png","Manufacturing","Lechler GmbH","https://www.lechler.com/de"
"https://lembergsolutions.com/","https://ki-verband.de/wp-content/uploads/2025/11/lemberg-300x300.png","IT & Security","Lemberg Solutions GmbH","https://lembergsolutions.com/"
"https://levity.ai/","https://ki-verband.de/wp-content/uploads/2024/10/5fb24a974499e95a772430aa_Levity-300x96.png",", ,","Logistics","https://levity.ai/"
"https://ki-ready.com/","https://ki-verband.de/wp-content/uploads/2025/11/lexi_experts-300x300.png","Consulting","LEXI Experts","https://ki-ready.com/"
"https://www.lhotse.de/","https://ki-verband.de/wp-content/uploads/2025/11/lhotse_technologies_gmbh-300x300.png","IT & Security","Lhotse Technologies GmbH","https://www.lhotse.de/"
"https://lifesciencenord.de/de/mitglieder/mitgliedschaft.html","https://ki-verband.de/wp-content/uploads/2025/11/life_science_nord-300x300.png","Healthcare & Life Sciences","Life Science Nord e.V.","https://lifesciencenord.de/de/mitglieder/mitgliedschaft.html"
"https://www.limebit.de/","https://ki-verband.de/wp-content/uploads/2025/11/limebit-300x300.png",",","Consulting","https://www.limebit.de/"
"https://linovy.de/","https://ki-verband.de/wp-content/uploads/2026/04/Logos-Website-1-300x300.png","Sonstiges","Linovy UG","https://linovy.de/"
"https://www.lisios.de/","https://ki-verband.de/wp-content/uploads/2025/11/lisios-300x300.png","Real Estate & Construction","Lisios GmbH","https://www.lisios.de/"
"https://www.lmis.de/","https://ki-verband.de/wp-content/uploads/2025/11/lmis-300x300.png",",","Agriculture & Environment","https://www.lmis.de/"
"https://www.logarithmo.de/","https://ki-verband.de/wp-content/uploads/2025/11/logarithmo.JPG","Energy & Sustainability","logarithmo GmbH & Co. KG","https://www.logarithmo.de/"
"https://logiks.solutions/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-2-300x300.png","AI Techstack","Logiks Solutions GmbH","https://logiks.solutions/"
"https://logsight.ai/","https://ki-verband.de/wp-content/uploads/2025/11/logsight.ai-300x300.png","Computer Software","Logsight.ai","https://logsight.ai/"
"https://lolml.com/","https://ki-verband.de/wp-content/uploads/2025/11/lolml_gmbh-300x300.png","Consulting","LOLML GmbH","https://lolml.com/"
"https://www.lox-solutions.eu/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-7-300x300.png","Consulting","LOX Solutions GmbH","https://www.lox-solutions.eu/"
"https://www.lucidlabs.de/","https://ki-verband.de/wp-content/uploads/2025/11/lucid_labs_gmbh-300x300.png","Consulting","Lucid Labs GmbH","https://www.lucidlabs.de/"
"https://www.luis.de/","https://ki-verband.de/wp-content/uploads/2025/11/luis_technology-300x300.png","Transport & Mobility","LUIS Technology GmbH","https://www.luis.de/"
"https://www.luup-systems.com/","https://ki-verband.de/wp-content/uploads/2025/11/luup.systems_gmbh-300x300.png","AI Techstack","Luup.Systems GmbH","https://www.luup-systems.com/"
"https://luvis.ai/","https://ki-verband.de/wp-content/uploads/2025/11/luvis-296x300.png","Product & Process Development","LUVIS AI GmbH","https://luvis.ai/"
"https://lyceum.technology/","https://ki-verband.de/wp-content/uploads/2025/11/lyceum_technology_germany_gmbh-300x300.png","AI Techstack","Lyceum Technology Germany GmbH","https://lyceum.technology/"
"","","Data & Analytics","mAInthink GmbH","https://www.mainthink.ai/"
"https://www.managbl.ai/","https://ki-verband.de/wp-content/uploads/2025/11/managlb_ai-300x300.png","Real Estate & Construction","MANAGBL. AI GmbH","https://www.managbl.ai/"
"https://manufactai.com/","https://ki-verband.de/wp-content/uploads/2025/11/manufactai-300x300.png","AI Techstack","manufactAI","https://manufactai.com/"
"https://www.masasana.ai/","https://ki-verband.de/wp-content/uploads/2025/11/masasana-300x300.png",",","Consulting","https://www.masasana.ai/"
"https://mechlab-engineering.de/","https://ki-verband.de/wp-content/uploads/2025/11/mechlab_engeering-300x300.png",",","Data & Analytics","https://mechlab-engineering.de/"
"https://www.medicalmotion.com/","https://ki-verband.de/wp-content/uploads/2025/11/medicalmotion-300x300.png","Healthcare & Life Sciences","medicalmotion GmbH","https://www.medicalmotion.com/"
"https://www.meerkat.ai/","https://ki-verband.de/wp-content/uploads/2025/11/meerkat-300x300.png","Product & Process Development","Meerkat.ai GmbH","https://www.meerkat.ai/"
"https://www.meisterai.net/","https://ki-verband.de/wp-content/uploads/2025/11/meisterai-300x300.png","Sonstiges","MeisterAI","https://www.meisterai.net/"
"https://www.merantix.com/","https://ki-verband.de/wp-content/uploads/2024/10/Logo-merantix-300x300.jpg","Company Builder & Ökosystem","Merantix AG","https://www.merantix.com/"
"http://www.merantix-momentum.com/","https://ki-verband.de/wp-content/uploads/2025/11/merantix_momentum-300x300.png","Product & Process Development","Merantix Momentum GmbH","http://www.merantix-momentum.com/"
"https://mercury.ai/","https://ki-verband.de/wp-content/uploads/2025/11/mercury.ai_gmbh-300x300.png","Customer Service","Mercury.ai GmbH","https://mercury.ai/"
"https://www.mesasight.com/","https://ki-verband.de/wp-content/uploads/2025/11/mesasight-300x300.png","Research & Education","MESASIGHT GmbH","https://www.mesasight.com/"
"https://www.deepmetis.com/","https://ki-verband.de/wp-content/uploads/2025/11/deepmetis-300x300.png","Quantum Computing","Metis.AI UG (haftungsbeschränkt)","https://www.deepmetis.com/"
"https://www.more-future.ai/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-13-300x300.png","Consulting","MF MoreFuture. Die KI-Beratung GmbH","https://www.more-future.ai/"
"https://de.mi4people.org/","https://ki-verband.de/wp-content/uploads/2025/11/mi4people_ggmbh-300x300.png","IT & Security","MI4People gGmbH","https://de.mi4people.org/"
"https://www.micropsi-industries.com/","https://ki-verband.de/wp-content/uploads/2025/11/micropsi_industries-300x125.png",",","Manufacturing","https://www.micropsi-industries.com/"
"https://milia.io/","https://ki-verband.de/wp-content/uploads/2025/11/milia_gmbh-300x300.png","Finance & Insurance","milia GmbH","https://milia.io/"
"https://mindact.cc/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-38-300x300.png","Consulting","MINDACT Consulting & Content GmbH","https://mindact.cc/"
"https://www.mindpeak.ai/","https://ki-verband.de/wp-content/uploads/2025/11/mindpeak-300x300.png","BioTech","MindPeak GmbH","https://www.mindpeak.ai/"
"https://www.mind-verse.de/","https://ki-verband.de/wp-content/uploads/2025/11/mindverse-300x300.png","AI Techstack","Mindverse (Relativity GmbH)","https://www.mind-verse.de/"
"https://www.mitarbyte.com/","https://ki-verband.de/wp-content/uploads/2025/11/mitarbyte_gmbh-300x300.png","Consulting","Mitarbyte GmbH","https://www.mitarbyte.com/"
"https://modelyzr.com/","https://ki-verband.de/wp-content/uploads/2025/11/modelzyr-300x300.png","AI Techstack","Modelyzr GmbH","https://modelyzr.com/"
"https://www.claudiabechstein.com/","https://ki-verband.de/wp-content/uploads/2025/11/moderatorin_claudia_bechstein-300x300.png","Media, Communication & Culture","Moderatorin Claudia Bechstein","https://www.claudiabechstein.com/"
"https://www.moin.ai/","https://ki-verband.de/wp-content/uploads/2025/11/knowhere_darkblue_l-300x60.png","Customer Service","moinAI (knowhere GmbH)","https://www.moin.ai/"
"https://molequle.io/","https://ki-verband.de/wp-content/uploads/2025/11/molequle_gmbh-300x300.png","Data & Analytics","Molequle GmbH","https://molequle.io/"
